Id,SalePrice
1461,125901.1160474432
1462,154910.05837169214
1463,185205.02263271587
1464,183530.86317023358
1465,191004.55429846
1466,174198.0935836862
1467,173686.30495238674
1468,168229.9398998464
1469,180098.17355625128
1470,124145.19239426446
1471,199849.7508718693
1472,95153.69037126713
1473,98765.39312389138
1474,150053.84322021305
1475,121971.27256015381
1476,385544.04877452564
1477,252584.72047491328
1478,284237.70068861527
1479,289575.6929501724
1480,469322.64556470315
1481,327435.41389730474
1482,206723.42874090886
1483,181861.69573750946
1484,169922.1035861276
1485,173226.43488549805
1486,195075.01852471803
1487,310649.1853215972
1488,228146.7667108312
1489,201368.62556432572
1490,222696.46468829652
1491,195553.1118091396
1492,99089.49468689595
1493,178670.56172469424
1494,303336.23644839885
1495,288584.7755335836
1496,227947.02566754876
1497,184094.49565439182
1498,160579.33802736178
1499,159399.781608431
1500,158233.10553820792
1501,173220.93625965403
1502,151004.1600950689
1503,289850.449063541
1504,232216.58361253302
1505,219784.74047975053
1506,181899.08697915182
1507,246613.5181518447
1508,203381.40781597455
1509,162667.81752036128
1510,151409.1862864905
1511,150560.96036113848
1512,173852.4090941154
1513,143328.07786791938
1514,155902.87337330903
1515,193649.91655820672
1516,151549.01207255825
1517,157061.03948931058
1518,135935.80005502218
1519,237421.1944917721
1520,136524.7583067194
1521,140970.33815795011
1522,168929.81307976975
1523,115430.6469017436
1524,123340.63383639258
1525,126505.49066403811
1526,127000.78917583471
1527,115738.0219643783
1528,129453.2548893486
1529,151113.8165879343
1530,167113.80571223397
1531,117791.51220495114
1532,98461.15151936142
1533,141670.29657221006
1534,121074.5113321313
1535,155204.9536318237
1536,109294.46889556936
1537,79870.02851711155
1538,144587.55416304147
1539,211820.54303790416
1540,118235.80011968312
1541,139397.66406698682
1542,136428.71844925953
1543,202464.1078321377
1544,82002.1552056093
1545,98121.78974378998
1546,125990.74256202098
1547,132975.0582585198
1548,130370.36643002008
1549,114601.87403397514
1550,132991.80714523775
1551,115339.44131585011
1552,139486.39045924135
1553,139443.15293732737
1554,115401.01797499602
1555,164412.84200911626
1556,91046.90747567028
1557,104827.6192507371
1558,89821.26720150617
1559,77081.19855424747
1560,134295.45328803017
1561,146631.47750615788
1562,131133.9195711011
1563,122633.43018624854
1564,158767.46330934938
1565,151435.8398704134
1566,249558.49650673164
1567,81983.92414434062
1568,243866.32694386545
1569,159470.78924308054
1570,138926.9064126612
1571,128994.77588116689
1572,147905.25101130642
1573,261808.4354988618
1574,125070.00711835269
1575,232122.14298280026
1576,235781.75360962152
1577,193354.15387685192
1578,142956.37458590142
1579,144275.56176134883
1580,189791.4589582574
1581,144536.94314548976
1582,127689.98986860592
1583,328678.64364067325
1584,234704.2980394199
1585,144491.80172797915
1586,83429.69284355911
1587,102288.26854166281
1588,141589.10400651908
1589,101827.96237470896
1590,130915.50207553581
1591,102188.46155668843
1592,117834.86710828244
1593,117886.52588946877
1594,131000.06333579806
1595,111395.90461173233
1596,231039.83446271747
1597,176807.78102497483
1598,192336.82023530063
1599,171065.50360873388
1600,173238.14655112213
1601,68570.04891948283
1602,108524.69590498936
1603,75428.51459651889
1604,276685.22739333566
1605,243744.7137979695
1606,161800.2647615323
1607,164277.6055885932
1608,214134.18345941693
1609,188747.20847352783
1610,155362.60401775403
1611,145365.3399592861
1612,176335.08850085948
1613,171379.96912600013
1614,125291.94840049034
1615,90824.78156008788
1616,82139.9767489194
1617,87328.25740412074
1618,125551.6480664461
1619,140736.32415102623
1620,169314.0366982599
1621,142290.3529026017
1622,135983.0626356166
1623,285540.4332032533
1624,231149.98701639063
1625,125600.96708652825
1626,166001.71650118986
1627,185502.76561461415
1628,266274.87319646747
1629,171690.63818802734
1630,342145.6431432381
1631,202294.1375131436
1632,237313.84647669175
1633,170525.28841397507
1634,191636.00417786217
1635,179813.40330706871
1636,159134.2368173576
1637,195983.2924169568
1638,182310.95533314624
